key,0,1,2,3,4,5,6,7,8,9,10
304,"북부 아발라시아 산맥의 고산지대가 원산지이나, 재해 이후 한랭화로 인해 서식지가 확대되었다. 쫄깃한 식감이 일품.",12718,125,False,False,3,397,True,False,False,0
305,"이빨로 깨물듯이 위아래 껍데기를 닫아 두꺼운 얼음도 부순다. 손가락을 물리면 끔찍한 일을 당할 것이다.",12719,125,False,False,3,397,True,False,False,0
306,"온몸에 날카로운 가시가 난 징그러운 생물. 얼음 위에 내버려두면 가시를 교묘하게 움직여 얼음에 구멍을 내고 도망친다고 한다.",12720,125,False,True,3,397,True,False,False,0
307,"메기의 일종. 몸통은 적갈색이며, 가슴지느러미와 등지느러미에 날카로운 가시가 있어 낚아 올릴 때 주의해야 한다.",12721,125,False,False,2,398,True,False,True,0
308,"기다랗게 발달한 집게로 바위조개 껍데기를 열어젖혀 잡아먹는다. 껍데기에 달라붙은 관자까지 깨끗이 먹어치운다고 한다.",12722,125,False,False,2,398,True,False,False,0
309,"꽃잎처럼 생긴 파란 비막으로 바람속성 에테르를 타고 날아다니는 연체생물. 하지만 아름다운 생김새와 달리 지독한 악취가 난다.",12723,120,False,False,6,401,True,False,True,0
310,"냉기가 감도는 핵형 생물. 어린 얼음 정령이라는 설과, 생물이 아닌 에테르 결정이라는 설이 있다.",12724,120,False,False,5,397,True,False,True,0
311,"요마 오거의 뿔과 닮은 고둥. 한랭화로 인해 대부분 죽고, 온천이 솟는 곳에서 소수만 간신히 살아남았다.",12725,139,False,False,2,397,True,False,False,0
312,"마력을 이용해 스스로 열을 내는 신기한 민물고기. 제7재해 이후 한랭화가 닥쳤음에도 아무 영향을 받지 않고 살아남았다.",12726,125,False,False,3,397,True,True,False,0
313,"수염에서 높은 열을 내는 메기의 일종. 낮은 수온에 적응한 물고기에게 뜨거운 수염을 대어, 그 충격으로 기절시킨 후 잡아먹는다.",12727,125,False,False,2,397,True,False,True,0
314,"바누바누어로 '빈약하다'는 이름을 가진 민물고기. 둥글둥글한 체형을 선호하는 바누바누족 사이에서는 모욕적인 단어로 쓰이기도 한다.",12728,130,False,False,3,401,True,False,False,0
315,"세 번 꺾인 입으로 한번 잡은 물고기는 절대 놓치지 않는다. 완전한 어식성으로, 피피라 피라의 유일한 천적이다.",12729,130,False,False,2,398,True,False,False,0
316,"황소처럼 우는 개구리. 생미끼 낚시의 미끼로도 유용하지만, 바누바누족은 이 개구리 자체를 훌륭한 별미로 친다.",12730,136,False,False,3,399,True,False,False,0
317,"바누바누족의 전설에서는 찢어진 구름에서 태어났다고 전해지는 민물고기. 살아있을 때는 반투명하지만, 죽으면 서서히 하얗게 변한다.",12731,130,False,False,2,400,True,False,False,0
318,"하늘섬 절벽에 붙어 살아가는 연체생물. 날아오는 생물을 큰 입으로 집어삼킨다. 이름은 바누바누어로 '탐욕'이라는 뜻이다.",12732,130,False,False,6,401,True,False,False,0
319,"바위처럼 생긴 조개. 크기가 작아 살은 적지만 먹을 수 있으며, 원주민 사냥꾼 중에는 국물을 낼 때 이용하는 사람도 있다.",12733,136,False,True,3,398,True,False,False,0
320,"구름바다를 떠다니는 달걀 모양 생물. 몸은 대부분 가스 주머니가 차지하며, 그 주머니의 부력으로 떠다닌다는 것 외에는 알려지지 않은 점이 많다.",12734,133,False,False,6,401,True,False,False,0
321,"하늘을 나는 버섯처럼 생긴 구름고기. 하르페이아가 이 고기를 좋아해서, 수십 마리가 모여 사냥에 나서는 모습이 목격되기도 한다.",12735,130,False,False,6,401,True,False,False,0
322,"구름바다의 푸른 하늘을 연상시키는 선명한 푸른색을 띤 산호. 바누바누족은 먼 옛날부터 안료의 재료로 이 산호를 이용해왔다.",12736,133,False,True,6,401,True,False,False,0
323,"한랭한 수역에서 자라 살이 쫄깃하고 기름기가 많아 대단히 맛있다. 이슈가르드 귀족들이 즐겨 먹는다고 한다.",12737,130,False,False,3,397,True,False,False,0
324,"민물에 정착해 살아가는 앵무조개의 근연종으로 추정된다. 갑각 내 격벽에 채운 마력에서 열을 얻으며 활동한다.",12738,133,False,False,3,397,True,False,False,0
325,"툭 떨어질 듯 커다란 눈알을 가진 금붕어. 하늘에서 날아드는 천적을 경계하기 위해 눈이 거대해진 것으로 추정된다.",12739,133,False,False,2,401,True,True,False,0
326,"잉어와 닮았지만, 등지느러미가 짧으며 몸도 가늘고 길다. 끊임없이 물풀을 먹는다 하여 초어라는 이름이 붙었다.",12740,130,False,False,2,398,True,False,True,0
327,"사납기로 유명한 피피라의 원종. 강을 건너려는 초코보를 집단으로 습격해, 단 몇 분 만에 뼈만 남기고 먹어치웠다는 일화가 전해진다.",12741,145,False,False,2,398,True,False,True,0
328,"몸을 거꾸로 뒤집은 채 헤엄치는 특이한 민물고기. 기묘한 무늬와 함께 포식자를 혼란시키는 효과가 있다고 한다.",12742,133,False,False,3,400,True,True,False,0
329,"동족끼리 입맞춤을 반복하는 기묘한 물고기. 하지만 이는 애정 표현이 아니라, 서로를 위협하는 행동이라고 한다.",12743,133,False,False,2,400,True,True,False,0
330,"최근 새로 발견된 구름고기. 아유나르트 가 기병들이 교황의 '주교관'과 비슷하다며 이런 이름을 붙였다.",12744,133,False,False,6,401,True,False,False,0
331,"고열을 견디는 껍데기를 가진 생물. 용암의 열을 이용한다는 것 외에는 알려진 바가 없다.",12745,133,False,False,7,398,True,False,False,0
332,"빙하핵의 근연종으로 추정되는 생물. 바누바누족 사이에서는 번개구름의 씨앗이라고 불리며, 조명으로 이용되고 있다.",12746,133,False,False,6,401,True,False,True,0
333,"지식과 하천의 신 살리아크가 전령으로 부렸다고 전해지는 물고기. 방랑둑중개의 근연종인 듯하다.",12747,133,False,False,3,399,True,False,False,0
334,"강력한 이빨로 수면에 낀 얼음을 깨고, 얼음 위를 건너는 동물을 잡아먹는다. 북극곰과 사투를 벌였다는 목격담도 있다.",12748,136,False,False,3,397,True,False,False,0
335,"머리에 거대한 혹이 있는 민물고기. 뚱뚱한 모양새가 바누바누족과 비슷하여 이렇게 불린다.",12749,136,False,False,2,401,True,False,True,0
336,"선명한 주황색 무늬와 우아한 꼬리지느러미가 두드러진다. 그나스족은 이 물고기를 무신 라바나의 사도로 여긴다고 한다.",12750,136,False,False,3,398,True,False,False,0
337,"폐로 호흡하는 물고기. 물이 말라도 가사 상태로 몇 년은 살아남을 수 있다고 한다.",12751,180,False,False,3,402,True,False,True,0
338,"사납기로 유명한 민물고기. 커얼어의 근연종으로, 근동 원산의 맹수 '호랑이'를 닮은 줄무늬를 가졌다.",12752,136,False,False,3,399,True,False,False,0
339,"흔히 요정과 비교되는 작은 구름바다 생물. 하지만 바누바누족은 그들의 미적 감각에 맞지 않아, 추악함의 상징으로 여긴다고 한다.",12753,130,False,False,6,401,True,False,False,0
340,"뜨겁게 달군 집게로 딱딱한 용암벌레를 찢어 잡아먹는 용암의 요리사. 갑각은 아다만 갑주처럼 딱딱하다.",12754,136,False,False,7,398,True,False,False,0
341,"염옥을 날아다니는 전설의 요마 '아이톤'의 자식이라고 전해지는 용암 생물. 표면은 유리화된 광물로 덮여있다.",12755,136,False,False,7,398,True,False,False,0
342,"나무를 파먹는 식성이 있어, 목조 선박에 달라붙어 바닥에 큰 구멍을 낸다. 일찍이 샬레이안에서 수많은 배를 침몰시킨 주범.",12756,136,False,False,2,399,True,False,False,0
343,"뭍과 물 양쪽에서 살 수 있는 곤충. 하지만 어느 쪽에서나 먹이사슬의 가장 밑바닥을 차지하고 있다.",12757,130,False,False,2,399,True,False,False,0
344,"등불해조구의 근연종. 모그리족 사이에서는 죽으면 머리 위의 폼폼이 떨어져 구름바다를 떠다닌다는 소문이 있다.",12758,136,False,False,3,400,True,False,False,0
345,"겉보기에는 산호처럼 생겼지만, 사실은 작은 결정 모양 생물의 집합체이다. 광물을 녹여 양분으로 삼는 점은 코브란과 닮았다.",12759,136,False,True,7,398,True,False,False,0
346,"고고도에 적응한 구름칼치의 일종. 구름 속에 있는 포식자들을 따돌리기 위해 구름 위로 팔짝팔짝 뛰며 이동한다.",12760,136,False,False,6,400,True,False,False,0
347,"고지 드라바니아에 서식하는 대형 농어. 입질이 워낙 강해, 낚시를 좋아하는 원주민 사냥꾼들에게 사랑받는 낚시감으로 통한다.",12761,139,False,False,2,398,True,True,True,0
348,"한랭지에 적응해 살아가는 희귀한 민물 복어. 이슈가르드에서는 재물의 상징으로 여겨져, 귀족들 사이에서 관상어로 인기가 높다.",12762,136,False,False,3,397,True,False,True,0
349,"평소에는 호수 바닥에 숨어있다가, 눈이 내릴 것처럼 수온이 낮아지면 움직임이 둔해진 물고기를 잡기 위해 활동하기 시작한다.",12763,136,False,False,3,397,True,False,True,0
350,"어린 드래곤의 뼈를 뒤집어썼다고 전해지지만, 사실 대부분은 잠자리용의 머리뼈를 이용한 것이다.",12764,136,False,False,2,398,True,False,False,0
351,"눈보라가 치면 활발히 먹이를 잡아먹는다. 뇌신어와 동일한 종이 아니냐는 의혹이 있다. 별명은 '눈보라를 부르는 자'.",12765,136,False,False,2,397,True,False,True,0
352,"빙하핵을 잡아먹는 부유 해파리. 그래서인지 눈보라가 그치는 길한 징조로 커르다스 사람들에게 사랑받는다.",12766,136,False,False,5,397,True,False,True,0
353,"햇빛을 받아 빛나는 마름모꼴 비늘이 특징인 고대어. 곤충을 잡아먹기 때문인지, 그나스족은 이 물고기를 혐오한다고 한다.",12767,139,False,False,3,398,True,True,False,0
354,"오스카의 백변종. 긴 지느러미와 새하얀 몸이 특징이다. 자연계에서는 지나치게 눈에 띄어 금세 잡아먹히는 탓에 찾아보기 힘들다.",12768,139,False,False,3,400,True,False,False,0
355,"'식인 물고기'라는 별명을 가진 포악한 거대 메기. 실제로 사람을 먹지는 않지만, 일대에 사는 물고기를 전부 잡아먹을 만큼 탐욕스럽다.",12769,136,False,False,2,398,True,False,False,0
356,"정체를 알 수 없는 기묘한 부유 문어. 고블린족의 가면을 연상케 하는 생김새 때문에 모험가들이 이러한 애칭을 붙였다.",12770,139,False,False,6,400,True,False,False,0
357,"하늘섬 절벽에 달라붙어 살아가는 말미잘 같은 생물. 그 생김새는 전설의 요마 '메두사'의 머리를 떠올리게 한다.",12771,139,False,False,6,400,True,False,False,0
358,"내열성이 뛰어난 비늘을 가진 용암성 고둥. 서식하는 지역은 다르지만 철갑고둥과 비슷한 종류라는 설이 있다.",12772,139,False,True,7,398,True,False,False,0
359,"눈이 있지만, 기능이 퇴화하여 빛에 반응하지 않는다. 그 추악한 모습은 흡사 보이드의 요마를 연상시킨다.",12773,139,False,False,8,402,True,False,False,0
360,"얼굴이 애교스러운 양서류. 불도롱뇽의 일종이라는 견해가 있으나, 확실하지는 않다.",12774,150,False,False,3,402,True,True,False,0
361,"알라그 석판을 해독한 결과에 따르면, 장갑판 재료로 이용할 것을 염두에 두고 갑각의 경도를 강화한 품종이라고 한다.",12775,139,False,False,8,402,True,False,False,0
362,"금붕어보다 훨씬 눈부시게 반짝이는 마법샘고기. 숨이 멎을 정도로 아름답지만, 사육하려면 마법샘 수조가 필요해서 키우기가 매우 어렵다.",12776,139,False,False,8,402,True,False,False,0
363,"빛에 반응하지 않고 능숙하게 사냥하는 물고기. 독특한 기관으로 에테르 농도를 감지하는 듯하다.",12777,139,False,False,2,402,True,False,False,0
364,"강한 독성이 있는 마법샘에 적응해 살아가는 소형 물고기. 색깔이 징그러워 도저히 먹고 싶은 생각이 들지 않는다.",12778,139,False,False,8,402,True,False,False,0
365,"유리농어와 비슷하게 생겼지만, 몸이 꼭 투명해지지는 않는다. 개체마다 투명도 차이가 매우 큰 특징이 있다.",12779,145,False,False,2,402,True,False,False,0
366,"이름처럼 좋은 향기가 나는 물고기. 샬레이안 사람들이 즐겨 먹었지만, 고블린족이 들여온 외래종에 생태를 위협받고 있다.",12780,136,False,False,2,399,True,False,False,0
367,"가슴지느러미가 커서 위에서 봤을 때 나비처럼 보이는 고대어. 일찍이 샬레이안에서는 정원 연못에서 관상어로 키웠다.",12781,142,False,False,3,399,True,False,False,0
368,"머리에 갈기처럼 생긴 기관이 있는 고대어. 동그란 폼폼을 사랑하는 모그리족은 너무 흉하게 생겼다며 싫어하는 모양이다.",12782,142,False,False,3,400,True,False,False,0
369,"낙엽과 비슷하게 생긴 물고기. 떠내려가는 나뭇잎 틈에 섞여 작은 물고기에게 접근한 후, 재빠르게 잡아먹는 사냥의 명수이다.",12783,142,False,False,3,399,True,False,False,0
370,"범선의 돛처럼 커다란 지느러미로 바람속성 에테르를 받아 고고도를 비행하는 구름고기. 그 모습은 웅장하기 그지없다.",12784,139,False,False,6,400,True,True,True,0
371,"자기보다 큰 구름고기를 타고 하늘을 이동하는 구름고기. 그 대신 숙주의 등에 달라붙은 해충 따위를 먹어치운다고 한다.",12785,142,False,False,6,401,True,False,False,0
372,"에테르충과 마찬가지로 거의 먹이를 먹지 않는다. 마그마에 흐르는 불속성 및 땅속성 에테르를 섭취하는 듯하다.",12786,142,False,True,7,398,True,True,False,0
373,"고열에 적응한 거북. 화산이 분화할 때 높이 쏘아 올려진 개체가 운석처럼 떨어졌다는 전설도 있다.",12787,142,False,False,7,398,True,False,False,0
374,"무수한 촉수를 뻗어 주위의 벌레를 잡아먹는 수수께끼의 물질. 묘하게 매끈거리는 표면은 사람의 피부처럼 보이기도 한다.",12788,142,False,False,8,402,True,False,False,0
375,"평소에는 하늘섬 절벽에 달라붙어 있지만, 구름고기를 발견하면 뛰어내렸다가 머리에 달린 비막으로 활공하여 돌아온다.",12789,142,False,False,6,400,True,False,True,0
376,"분홍빛을 띤 조개. 샬레이안에서는 행운의 상징으로 여겨져, 어렵기로 유명한 마법대학에 도전하는 수험생들이 이 조개의 껍데기를 지니고 다녔다고 한다.",12790,142,False,False,2,399,True,False,False,0
377,"높은 수압으로 물을 분사하여 물가에 온 드래곤족의 몸에 상처를 내고, 흘러나온 혈액을 마시는 무서운 습성이 있다.",12791,145,False,False,3,402,True,False,False,0
378,"일부 낚시꾼 모그리들 사이에서 엄청나게 인기 있는 물고기. 그들에게는 이 물고기의 알이 매우 맛있게 느껴진다고 한다.",12792,145,False,False,3,400,True,True,False,0
379,"독이 있지만, 워낙 맛이 좋아 과거에는 무분별하게 포획되었던 환상의 구름고기. 몸속의 가스 주머니를 풍선처럼 부풀려 날아다닌다.",12793,145,False,False,6,400,True,False,False,0
380,"하늘요정 셀레네의 근연종으로, 이쪽은 몸 색깔이 붉다. 섭취하는 먹이의 차이로 인해 색깔이 달라진 것으로 보인다.",12794,145,False,False,5,400,True,False,False,0
381,"하늘섬에 달라붙어 살아가는 산호. 모그리족 예술가는 이것을 잘게 부수어 만든 빨간 물감으로 그림 석판을 칠한다고 한다.",12795,145,False,True,6,400,True,False,False,0
382,"촉수를 이용해 조개류를 잡아먹는 민물 문어. 드물게 눈 위를 기어 이동할 때도 있지만, 도중에 예티에게 잡아먹히기도 한다.",12796,145,False,False,3,397,True,True,False,0
383,"잎처럼 생긴 비막을 이용해 구름바다를 하늘하늘 날아다닌다. 가끔 덜렁대는 모그리족이 드래곤으로 착각해 큰 소동을 벌이기도 한다.",12797,145,False,False,6,400,True,False,False,0
384,"바람속성 에테르를 조종해 토네이도급 회오리를 만들어 타고 날아다닌다. 그 밖에는 특별히 밝혀진 사실이 없다.",12798,180,False,False,6,401,True,False,False,0
385,"커다란 가스 주머니를 가진 부유 해파리. 일설에 따르면 이것을 본 이크살족이 기구의 원리를 발명했다고도 한다.",12799,145,False,True,5,397,True,False,True,0
386,"고온을 견뎌내기 위해 금속질 비늘로 온몸이 뒤덮인 용암고기. 바위처럼 생긴 모습 때문에 화석으로 오인되는 일도 많다.",12800,145,False,True,7,398,True,False,False,0
387,"지느러미를 손발처럼 이용해 돌아다니는 징그러운 물고기. 그 모습이 어쩐지 어인 종족 로프켄과 많이 닮았는데…….",12801,145,False,False,8,402,True,False,False,0
388,"하천 생태계의 정상에 군림하는 사나운 포식자. 물론 드래곤족을 제외했을 경우의 이야기이다.",12802,145,False,False,2,398,True,True,False,0
389,"드래곤족의 먹이로 이용하기 위해 마과학으로 품종개량한 물고기. 번식 능력이 탁월하고 영양가도 높다고 한다.",12803,180,False,False,3,402,True,True,True,0
390,"과학자 집단 '푸른손'이 품종개량한 고블린 농어. 흙내가 심하고 맛이 없지만, 고블린족 입맛에는 잘 맞는 듯하다.",12804,145,False,False,2,399,True,False,False,0
391,"눈으로 따라가기도 힘든 속도로 비행하는 구름고기. 어린 드래곤족은 이 구름고기를 상대로 사냥을 연습한다고 한다.",12805,145,False,False,6,400,True,False,False,0
392,"아지스 라 주변 하늘에서 독자적으로 진화한 구름고기. 자극을 가하면 온몸에 빼곡히 난 가시에서 독액을 분무한다.",12806,148,False,False,6,402,True,False,False,0
393,"송장고기의 원종으로 여겨지는 물고기. 투명한 젤리 형태의 외투막을 생성하여 마법샘의 독소로부터 몸을 지킨다고 한다.",12807,145,False,False,8,402,True,False,False,0
394,"겉보기에는 봉골라 조개와 닮았지만, 표면이 이상하리만치 부드럽다. 날아다니는 원리조차 밝혀지지 않은 정체불명의 존재.",12808,150,False,False,6,402,True,False,False,0
395,"따뜻한 물을 좋아하는 물고기. 이슈가르드의 귀부인들 사이에서는 피부 각질을 먹어주는 '치료사 물고기'로 알려져 있다.",12809,145,False,False,3,397,True,False,False,0
396,"하늘섬 사이를 넘나드는 전갈. 한 쌍의 집게로 구름고기를 잡아 하늘섬으로 옮긴 뒤, 깨끗하게 해체하여 내장을 먹는다.",12810,145,False,False,6,401,True,False,False,0
397,"배에 있는 빨판과 지느러미로 바위를 오르는 기묘한 물고기. 그 후 바위에서 뛰어내리며 비행하는 벌레를 잡아 물속으로 들어간다.",12811,145,False,False,3,402,True,False,False,0
398,"지느러미를 이용해 마법샘을 이곳저곳 돌아다니는 기묘한 물고기. 물 밖에 나와 있을 때는 매우 눈에 띄지만, 독이 있어 잡아먹히지 않는다.",12812,145,False,False,8,402,True,False,True,0
399,"길게 뻗은 등지느러미로 바람속성 에테르를 모아 날아다니는 구름고기. 날카롭고 긴 이빨로 사냥감을 덮치는 모습이 무시무시하다.",12813,148,False,False,6,400,True,False,False,0
400,"비행가오리의 근연종. 구름바다를 소리도 없이 미끄러지듯 날아다니기 때문에, 바누바누족은 이것을 죽은 자의 혼이라고 여긴다.",12814,148,False,False,6,401,True,False,False,0
401,"위험을 감지하면 기름 같은 미끌미끌한 물질을 분비하는 징그러운 물고기. 맨손으로 잡기는 불가능에 가깝다.",12815,148,False,False,8,402,True,False,True,0
402,"보석처럼 빛을 내는 촉완으로 물고기를 유인해 잡아먹는 해파리. 맹독이 있어 함부로 만지면 안 된다.",12816,148,False,False,8,402,True,True,False,0
403,"뾰족한 코끝은 충각, 거대한 지느러미는 노처럼 보인다 하여 군함에 빗대어진다. 실제로도 돌진력이 무시무시하다.",12817,148,False,False,2,397,True,False,False,0
404,"최대 1얄름까지 성장하는 대형 가재. 일찍이 샬레이안에서는 이 가재의 크기를 견주는 품평회가 열렸다고 한다.",12818,148,False,False,3,399,True,False,False,0
405,"저지 드라바니아에 서식하는 고유종. 고블린족이 방류한 외래종과 치열한 생존 경쟁을 펼치고 있다.",12819,150,False,False,3,399,True,False,False,0
406,"메기와 닮은 용암고기. 일부 전승에는 화산의 분화를 관장하는 존재로 기록되어 있으나, 실물을 목격한 사람은 적다.",12820,148,False,False,7,398,True,False,False,0
407,"옛 모습을 그대로 유지하고 있는 날개 달린 갑린강 생물. 드래곤족으로 착각하는 사람도 많으나, 지능이 낮아서 짐승이나 마찬가지이다.",12821,145,False,False,6,400,True,True,False,0
408,"에테르 날개가 커다랗게 발달한 구름고기. 가느다란 지느러미를 다리처럼 이용해서 하늘섬 절벽에 붙어 휴식을 취하기도 한다.",12822,148,False,False,6,401,True,False,False,0
409,"솟아나는 온천수 주위에 서식하는 성게의 일종. 온천에 몸을 담그러 온 예티가 이것을 밟고 광분 상태에 빠지기도 한다.",12823,180,True,True,3,397,True,False,False,2500
410,"온천지대에 자리 잡은 송어. 따뜻해서 옅은 분홍색으로 상기된 것처럼 보여 이렇게 불린다.",12824,148,False,False,3,397,True,False,False,0
411,"바람 크리스탈 성분을 함유한 등딱지로 하늘을 나는 신기한 거북. 하지만 등딱지에 상처가 나면 순식간에 땅으로 떨어진다.",12825,180,True,False,6,402,True,False,False,2502
412,"무시무시한 마력으로 냉기를 방출하여 용암의 열을 견뎌내는 신기한 물고기. 그래서인지 전설 속 '흑마도사'의 이름으로 불린다.",12826,150,False,True,7,398,True,False,False,0
413,"머리는 투명한 반구형 막으로 덮여 있으며, 눈알은 원통 모양으로 생겨 기계처럼 보인다. 키메라 실험의 결과물로 여겨진다.",12827,180,True,True,8,402,True,False,True,2502
414,"전기를 발생시켜 주위에 있는 사냥감을 찾아 잡아먹는 교활한 포식자. 생김새는 장어와 닮았지만, 전혀 다른 종이다.",12828,150,False,False,2,398,True,True,False,0
415,"아발라시아 구름바다에만 사는 꼬치어. 채찍처럼 몸을 굽혀 튀어 올라서, 하늘을 나는 게일리캣을 잡아먹기도 한다.",12829,150,False,False,3,401,True,False,True,0
416,"저지 드라바니아의 고유종 아로와나. 엄청난 크기로 성장한다. 성질이 온순하여 느긋하게 헤엄치는 모습이 철학자처럼 보인다.",12830,180,True,False,3,399,True,True,False,2501
417,"비늘이 발달해 갑옷처럼 보이는 악어. 철인농어를 대량으로 잡아먹는 탓에 푸른손은 이것을 눈엣가시로 여긴다.",12831,150,False,False,2,399,True,True,False,0
418,"깊은 땅속에 있는 마그마 웅덩이에 서식하는 환상의 용암고기. 그간 상상 속에나 나오는 존재로 여겨졌기 때문에 학계에 충격을 몰고 왔다.",12832,180,True,True,7,398,True,True,True,2501
419,"박물전함에 보관돼있던 생체 견본. 아마도 고대의 익룡이거나, 그것을 바탕으로 개량한 존재인 듯하다.",12833,150,False,False,6,402,True,True,False,0
420,"거대한 날개막으로 하늘섬을 날아다니는 문어. 바누바누족은 흡혈귀라며 두려워하지만, 실제로는 피를 빨지 않는다.",12834,150,False,False,6,401,True,False,False,0
421,"평소에는 비막을 이용해 날아다니지만, 사냥감을 발견하면 몸속에서 발효시킨 가스를 분사하여 엄청난 속도로 덮친다.",12835,180,False,False,6,400,True,False,False,0
422,"살리아크 강의 고유종. 투쟁심이 너무 강한 나머지 대형 어류에게도 정면으로 덤빈 결과, 개체 수가 적고 희귀하다.",12836,180,True,False,2,399,True,False,True,2501
423,"번식기가 되면 뱃속에 알을 가득 품은 암컷이 잡힌다. 대단히 맛있지만, 워낙 수가 적어 좀처럼 유통되지 않는다.",12837,180,True,True,3,397,True,True,False,2500
424,"은근히 어인종족 오프켄을 닮은 마법샘고기. 낚아 올리면 지성이 느껴지는 눈빛을 보낸다.",13727,180,True,True,8,402,True,False,True,2502
425,"한랭지 호수에 서식하는 껍데기 없는 조개. 여섯 개의 촉수를 뻗어 작은 생물을 잡아먹는 모습은 끔찍하기 짝이 없다.",13728,180,True,False,3,397,True,True,True,2500
426,"고지 드라바니아에 서식하는 아발라시아 빙어의 근연종. 잠자리용의 좋은 영양 공급원이라고 한다.",13729,150,False,False,2,398,True,False,False,0
427,"아발라시아 구름바다 고공층에서 볼 수 있는 푸른하늘산호의 근연종. 환경 에테르 농도가 다르기 때문에 색이 약간 옅다.",13730,180,True,True,6,401,True,True,True,2502
428,"마나항해어의 근연종. 평소에는 하늘섬 바닥에 달라붙어 숨어있지만, 해 질 무렵에 먹이를 찾아 일제히 날아오른다.",13731,180,True,False,6,400,True,True,True,2501
429,"살리아크 강에서 최근 개체 수가 늘고 있는 외래종. 고블린족 낚시꾼이 낚시를 즐기려고 살리아크 강에 풀었다고 한다.",13732,180,True,True,2,399,True,True,True,2501
430,"고지 드라바니아에서 발견된 용암성 달팽이. 껍데기에 용암을 부착하여 고열로부터 몸을 지키는 듯하다.",14215,180,True,True,7,398,True,False,True,2501
431,"호박석 같은 무늬를 가진 양서류. 평소에는 곤충이나 거미를 잡아먹지만, 의외로 사나워서 때로는 동족을 잡아먹는 경우도 있다.",14211,180,True,False,2,398,True,True,False,2501
432,"비교적 물살이 느린 곳을 찾아 조용히 살아가는 소형 물고기. 호랑고기의 좋은 먹잇감이 된다.",14212,180,True,False,2,399,True,False,False,2501
433,"원반형 몸통으로 바람속성 에테르를 받아 날아다니는 구름고기. 떼를 지어 우아하게 비행하는 모습은 말 그대로 뭉게구름처럼 보인다.",14213,180,True,False,6,401,True,False,True,2502
434,"연달아 신종이 발견되는 드라바니아 구름바다에서 새로 찾아낸 익룡의 일종. 크고 긴 볏을 가졌지만, 어떤 기능이 있는지는 밝혀지지 않았다.",14214,180,True,False,6,400,True,False,False,2501
435,"빛을 내는 유인용 돌기로 물고기를 끌어들여 잡아먹는다. 이 기관이 아름다운 보석으로 장식한 사제의 관을 닮았다 하여 사제아귀라는 이름이 붙게 되었다.",14216,180,True,True,3,397,True,False,False,2500
436,"커르다스 지방의 호수에 분포하는 대형 굴. 바위에 너무 강하게 밀착되어있어, 성도에서는 전쟁신 강철에 빗대기도 한다.",14217,180,True,True,3,397,True,False,False,2500
437,"올리펀트 코처럼 생긴 독특한 주둥이를 가진 마법샘고기. 미세한 전기를 방출해 주위를 탐색하며 먹이를 찾는다고 한다.",14218,180,True,False,8,402,True,True,True,2502
438,"성 다니펜이 호수의 크라켄을 퇴치한 일화는 오랜 세월 비유적인 표현으로 여겨졌으나, 최근 실제로 이 오징어가 발견되었다.",14219,180,True,True,3,397,True,False,False,2500
439,"비늘 같은 무늬가 있어, 샬레이안의 학자들 사이에서는 다리가 퇴화된 갑린강이 아니냐는 의견이 나오기도 했다.",14220,180,True,False,2,399,True,False,True,2501
440,"마법인형 기술로 혼자 움직이는 양동이. 게으른 낚시꾼이 낚은 고기를 나르기 위해 만든 듯하나, 긴 세월 동안 호수 바닥에 가라앉아 있었다.",15439,180,False,True,3,397,True,False,False,0
441,"재물의 상징인 커르다스 복어 중에서도 특히 거대한 개체. 금화가 꽉 찬 귀족의 지갑에 비유된다.",15626,180,True,True,3,397,True,False,False,0
442,"거대한 온천성게. 온천욕을 즐기러 온 예티의 발에 상처를 입혀 죽게 한 전력이 있다고 한다.",15627,180,True,True,3,397,True,False,False,2500
443,"이슈가르드의 전설적인 갤리선 '근위함'의 이름을 딴 거대한 군함어. 돌진력으로 수많은 먹잇감을 사냥했다.",15628,180,True,True,2,397,True,False,False,2500
444,"두려움을 모르는 그림자수염. 물을 마시러 내려온 드래곤족의 발을 물어, 비늘을 벗겨 먹었다는 일화가 있다.",15629,180,True,True,2,398,True,False,True,2501
445,"바스의 토굴집에 있는 그나스족 '강심장'의 꿈에 밤마다 나타나는 물고기 괴물. 둘이 어떤 관계인지는 알 수 없다.",15630,180,True,True,3,398,True,True,True,2501
446,"거대한 혜성거북. 빨갛게 달아오른 등딱지를 빛내며 사냥감에게 달려드는 모습이 전설의 파괴마법 '메테오'처럼 보인다.",15631,180,True,True,7,398,True,False,False,2501
447,"살리아크 강은 때로 지식의 신 살리아크의 물병에 비유된다. 그곳의 터주로 군림하는 것이 바로 이 내륙농어이다.",15632,180,True,True,3,399,True,False,False,0
448,"오스카의 백변종 중에서도 유독 거대하게 자란 개체. 그 모습이 마치 흰 날개의 비도프니르 같다.",15633,180,True,True,3,400,True,True,False,2501
449,"거대한 용의 혼. 그 모습을 본 모그리족이, 죽은 천룡 라타토스크가 돌아왔다고 착각했을 만큼 거대하다.",15634,180,True,True,6,400,True,True,True,2501
450,"물에 떨어뜨린 먹물이 스민 듯한 독특한 보호색을 지닌 아름다운 툭눈금붕어. 하늘섬 물가를 우아하게 노닌다.",15635,180,True,True,2,401,True,True,False,2502
